asset_class,lat,lon,lat_end,lon_end,length_km,install_year,design_life_years,material,_material_fragility,condition_score,criticality_tier,elevation_m,dist_to_coast_km,vegetation_density,drainage_quality,drought_susceptibility,_soil_corrosivity_true,_customer_density,zone_id,asset_id,network,site_elevation_m,flood_defence_m,has_backup_generation,backup_runtime_hours,diameter_mm,rating_mva,summer_load_factor,pump_rated_kw,last_inspected_year,customers_served,population_served_water,critical_facilities
storage_tank,30.807562446588523,-84.45460947065659,30.807562446588523,-84.45460947065659,0.0,1959,65,standard,1.0,42.9,2,16.91,81.88,0.238,0.559,0.282,0.301,0.6102,7,TNK-02539,water,4.71,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.330899836518746,-81.97552986428443,32.330899836518746,-81.97552986428443,0.0,1986,65,standard,1.0,73.8,3,60.81,258.55,0.774,0.604,1.0,0.851,0.4048,3,TNK-02540,water,1.91,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,30.786877687041343,-84.23616413558788,30.786877687041343,-84.23616413558788,0.0,1985,65,standard,1.0,59.9,3,17.44,82.12,0.248,0.478,0.449,0.374,0.9396,7,TNK-02541,water,2.32,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,32.4817573208082,-84.83017363055852,32.4817573208082,-84.83017363055852,0.0,2001,65,standard,1.0,76.5,3,69.35,265.75,0.838,0.666,0.944,0.264,0.1609,4,TNK-02542,water,0.81,0.0,False,0,,,,,2020,0.0,0.0,0
storage_tank,30.83281616934559,-85.3008291226049,30.83281616934559,-85.3008291226049,0.0,2025,65,standard,1.0,100.0,2,19.55,85.5,0.405,0.722,0.387,0.031,0.0843,0,TNK-02543,water,3.08,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,31.399578680534475,-85.29436411686277,31.399578680534475,-85.29436411686277,0.0,1977,65,standard,1.0,67.3,3,36.27,148.34,0.7,0.425,0.697,0.33,0.2664,0,TNK-02544,water,4.27,0.64,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.4975400542743,-81.95042790559549,32.4975400542743,-81.95042790559549,0.0,2012,65,standard,1.0,94.3,3,67.57,276.54,0.617,0.56,1.0,0.826,0.4876,5,TNK-02545,water,1.61,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,30.958688366157894,-84.38061214921603,30.958688366157894,-84.38061214921603,0.0,1986,65,standard,1.0,57.3,3,26.69,99.42,0.255,0.307,0.372,0.337,0.6945,7,TNK-02546,water,3.75,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.086707531965516,-81.59701319731818,32.086707531965516,-81.59701319731818,0.0,1984,65,standard,1.0,61.1,2,48.32,223.61,0.614,0.597,0.835,0.79,0.2224,3,TNK-02547,water,1.09,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.77572230115218,-84.36892269585876,32.77572230115218,-84.36892269585876,0.0,1997,65,standard,1.0,42.0,3,82.97,301.24,0.883,0.739,1.0,0.518,0.2086,4,TNK-02548,water,3.48,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,32.58032492411449,-84.30742341505143,32.58032492411449,-84.30742341505143,0.0,1954,65,standard,1.0,41.9,2,76.39,280.28,0.66,0.535,1.0,0.495,0.3629,4,TNK-02549,water,4.77,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,30.975830331286343,-84.42553966065151,30.975830331286343,-84.42553966065151,0.0,1975,65,standard,1.0,47.6,1,24.35,100.84,0.468,0.443,0.494,0.394,0.5924,7,TNK-02550,water,2.91,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.18527157554545,-84.52890649030249,32.18527157554545,-84.52890649030249,0.0,2012,65,standard,1.0,85.5,3,62.55,234.15,0.823,0.594,0.952,0.345,0.2192,4,TNK-02551,water,1.4,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,31.847709944664604,-84.30674976728129,31.847709944664604,-84.30674976728129,0.0,1990,65,standard,1.0,86.7,3,54.53,198.96,0.781,0.592,0.725,0.555,0.1972,4,TNK-02552,water,2.51,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,30.858322727048755,-84.59981070686037,30.858322727048755,-84.59981070686037,0.0,1963,65,standard,1.0,41.1,3,18.76,86.35,0.374,0.642,0.455,0.294,0.3869,7,TNK-02553,water,2.18,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,33.0,-81.5,33.0,-81.5,0.0,1995,65,standard,1.0,79.2,3,85.72,323.02,0.915,0.76,1.0,0.461,0.086,5,TNK-02554,water,0.5,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,30.826758569759125,-84.46501446802421,30.826758569759125,-84.46501446802421,0.0,1970,65,standard,1.0,35.5,3,17.3,83.91,0.182,0.567,0.4,0.352,0.5985,7,TNK-02555,water,3.66,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,30.56578867748273,-84.70247376450581,30.56578867748273,-84.70247376450581,0.0,2024,65,standard,1.0,100.0,3,10.82,53.35,0.276,0.792,0.317,0.062,0.0934,9,TNK-02556,water,1.5,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,33.0,-81.8718535556517,33.0,-81.8718535556517,0.0,1979,65,standard,1.0,62.1,3,92.8,330.71,0.847,0.546,1.0,0.575,0.2356,5,TNK-02557,water,2.53,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.399895670376274,-81.67749541442778,32.399895670376274,-81.67749541442778,0.0,1985,65,standard,1.0,63.7,3,59.96,260.04,0.43,0.551,0.946,0.73,0.8152,5,TNK-02558,water,2.04,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,31.98447872740213,-82.07040653740609,31.98447872740213,-82.07040653740609,0.0,1969,65,standard,1.0,41.2,3,49.52,221.94,0.876,0.633,0.896,1.0,0.0906,3,TNK-02559,water,3.53,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,31.278328948191668,-84.63746806689245,31.278328948191668,-84.63746806689245,0.0,1996,65,standard,1.0,63.3,3,32.89,132.74,0.579,0.573,0.523,0.392,0.198,7,TNK-02560,water,5.57,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,32.73921164143498,-82.07367134103634,32.73921164143498,-82.07367134103634,0.0,1954,65,standard,1.0,31.6,3,75.44,305.78,0.498,0.581,1.0,0.683,0.4869,5,TNK-02561,water,3.25,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.8133576651487,-82.02460158454443,32.8133576651487,-82.02460158454443,0.0,1970,65,standard,1.0,51.4,3,82.63,313.07,0.737,0.371,1.0,0.682,0.5416,5,TNK-02562,water,2.61,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,32.61033577382105,-81.5,32.61033577382105,-81.5,0.0,1947,65,standard,1.0,39.6,3,73.39,279.77,0.888,0.751,1.0,0.547,0.1562,5,TNK-02563,water,1.56,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.39722019724385,-81.95034026577243,32.39722019724385,-81.95034026577243,0.0,2020,65,standard,1.0,92.2,3,62.11,265.41,0.624,0.582,0.966,0.906,0.4926,5,TNK-02564,water,2.84,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,31.69787235027001,-84.87250988108988,31.69787235027001,-84.87250988108988,0.0,1936,65,standard,1.0,2.0,3,45.97,178.75,0.835,0.769,0.78,0.396,0.0951,0,TNK-02565,water,1.13,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.25498879173612,-81.86589558380665,32.25498879173612,-81.86589558380665,0.0,1971,65,standard,1.0,33.8,3,58.02,247.89,0.69,0.458,0.889,0.809,0.6268,3,TNK-02566,water,0.86,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,31.273089613481996,-84.33971579509435,31.273089613481996,-84.33971579509435,0.0,1999,65,standard,1.0,73.7,3,33.55,134.78,0.617,0.624,0.587,0.327,0.1177,7,TNK-02567,water,0.43,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,32.42481210397314,-84.49202942779448,32.42481210397314,-84.49202942779448,0.0,1981,65,standard,1.0,62.5,2,73.69,261.05,0.582,0.563,1.0,0.33,0.6189,4,TNK-02568,water,3.28,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,31.80982121107561,-85.2760530404141,31.80982121107561,-85.2760530404141,0.0,1954,65,standard,1.0,9.9,3,49.66,193.66,0.745,0.703,0.741,0.361,0.2102,0,TNK-02569,water,0.93,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.134441494035045,-84.66321603588584,32.134441494035045,-84.66321603588584,0.0,1988,65,standard,1.0,70.6,3,61.19,227.64,0.908,0.689,0.915,0.272,0.1548,4,TNK-02570,water,1.58,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.415511176761484,-84.71486144565029,32.415511176761484,-84.71486144565029,0.0,1988,65,standard,1.0,60.4,3,72.27,258.63,0.796,0.662,1.0,0.386,0.301,4,TNK-02571,water,1.79,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,30.403057294449983,-84.55489639861054,30.403057294449983,-84.55489639861054,0.0,1971,65,standard,1.0,38.0,3,9.91,36.12,0.219,0.506,0.328,0.116,0.0872,9,TNK-02572,water,3.16,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,31.94343038243307,-84.52580281082737,31.94343038243307,-84.52580281082737,0.0,2006,65,standard,1.0,87.1,3,55.88,207.33,0.722,0.58,0.756,0.296,0.292,4,TNK-02573,water,2.89,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.53904827840663,-84.27003118556074,32.53904827840663,-84.27003118556074,0.0,2025,65,standard,1.0,93.6,2,76.34,276.17,0.641,0.467,1.0,0.537,0.3002,4,TNK-02574,water,1.81,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,30.865984793826357,-84.2094456113337,30.865984793826357,-84.2094456113337,0.0,1973,65,standard,1.0,34.1,3,24.12,91.27,0.264,0.435,0.502,0.32,0.9232,7,TNK-02575,water,3.23,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,32.60281286900118,-84.47019517162268,32.60281286900118,-84.47019517162268,0.0,1973,65,standard,1.0,44.3,1,78.25,281.0,0.518,0.421,0.975,0.393,0.6331,4,TNK-02576,water,2.43,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.203083115073696,-81.5,32.203083115073696,-81.5,0.0,1965,65,standard,1.0,56.7,3,52.88,234.57,0.823,0.675,0.794,0.703,0.2477,5,TNK-02577,water,0.95,0.0,False,0,,,,,2015,0.0,0.0,0
storage_tank,32.727107229431724,-81.60449451442972,32.727107229431724,-81.60449451442972,0.0,1963,65,standard,1.0,11.5,2,73.8,294.85,0.806,0.736,1.0,0.595,0.177,5,TNK-02578,water,2.81,0.66,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.56394044454373,-85.18183894572417,32.56394044454373,-85.18183894572417,0.0,2009,65,standard,1.0,78.7,3,72.21,276.41,0.772,0.604,1.0,0.191,0.0823,0,TNK-02579,water,2.02,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,32.167862970163505,-82.1427940898432,32.167862970163505,-82.1427940898432,0.0,1934,65,standard,1.0,2.0,3,55.21,243.63,0.982,0.639,0.993,0.981,0.1039,3,TNK-02580,water,5.01,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,30.950616353153805,-84.2470433611529,30.950616353153805,-84.2470433611529,0.0,1991,65,standard,1.0,65.2,3,25.11,100.15,0.387,0.334,0.414,0.43,0.796,7,TNK-02581,water,2.92,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,31.65412349598625,-85.61916716502554,31.65412349598625,-85.61916716502554,0.0,1981,65,standard,1.0,77.8,3,44.64,181.53,0.864,0.907,0.659,0.452,0.1286,0,TNK-02582,water,1.45,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.468122912115646,-81.7891271893339,32.468122912115646,-81.7891271893339,0.0,1976,65,standard,1.0,47.8,3,63.68,269.95,0.495,0.377,1.0,0.83,0.7704,5,TNK-02583,water,4.08,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.630925345106675,-84.42646383315959,32.630925345106675,-84.42646383315959,0.0,1964,65,standard,1.0,35.6,1,83.96,284.55,0.593,0.582,1.0,0.353,0.5327,4,TNK-02584,water,2.93,0.0,False,0,,,,,2020,0.0,0.0,0
storage_tank,31.01557344168907,-84.58609444991895,31.01557344168907,-84.58609444991895,0.0,1952,65,standard,1.0,19.8,2,21.93,103.89,0.376,0.493,0.518,0.365,0.4874,7,TNK-02585,water,2.33,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,31.975114583546144,-81.86829605071176,31.975114583546144,-81.86829605071176,0.0,1981,65,standard,1.0,58.7,3,47.4,216.88,0.981,0.826,0.842,0.909,0.1239,3,TNK-02586,water,5.28,2.02,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.18273934726845,-84.30673343270762,32.18273934726845,-84.30673343270762,0.0,1971,65,standard,1.0,52.7,3,64.41,236.15,0.915,0.657,0.946,0.346,0.1597,4,TNK-02587,water,3.11,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,32.611821453644325,-81.71579943296432,32.611821453644325,-81.71579943296432,0.0,1978,65,standard,1.0,75.9,3,70.28,284.37,0.736,0.52,1.0,0.618,0.4366,5,TNK-02588,water,1.66,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.7630626029011,-81.86353536665212,32.7630626029011,-81.86353536665212,0.0,1979,65,standard,1.0,66.2,2,79.7,304.24,0.665,0.485,1.0,0.596,0.6047,5,TNK-02589,water,2.38,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,30.946119552520063,-84.64509062757477,30.946119552520063,-84.64509062757477,0.0,1976,65,standard,1.0,56.9,1,24.19,95.83,0.42,0.709,0.323,0.411,0.4566,7,TNK-02590,water,1.08,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.362483711920376,-84.79759496821647,32.362483711920376,-84.79759496821647,0.0,1975,65,standard,1.0,67.9,3,67.06,252.54,0.927,0.83,0.877,0.246,0.1566,4,TNK-02591,water,2.59,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.4913538927658,-81.95893843866814,32.4913538927658,-81.95893843866814,0.0,2000,65,standard,1.0,65.8,3,64.77,276.03,0.562,0.615,0.956,0.922,0.4693,5,TNK-02592,water,1.17,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,31.314109262773655,-85.64980217328704,31.314109262773655,-85.64980217328704,0.0,1996,65,standard,1.0,56.5,3,33.79,144.35,0.548,0.601,0.558,0.161,0.2839,0,TNK-02593,water,4.17,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,31.944447347976016,-81.5,31.944447347976016,-81.5,0.0,1974,65,standard,1.0,48.9,3,42.4,205.86,0.819,0.776,0.973,0.734,0.0925,3,TNK-02594,water,1.24,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,32.39227081986775,-84.96938107270867,32.39227081986775,-84.96938107270867,0.0,1981,65,standard,1.0,68.3,3,66.44,256.03,0.899,0.569,0.988,0.317,0.0891,4,TNK-02595,water,1.5,0.0,False,0,,,,,2026,0.0,0.0,0
storage_tank,31.998649108621123,-84.51944561665125,31.998649108621123,-84.51944561665125,0.0,1955,65,standard,1.0,20.5,2,55.41,213.51,0.752,0.592,0.747,0.321,0.2854,4,TNK-02596,water,3.73,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.4609663935485,-84.13975846617711,32.4609663935485,-84.13975846617711,0.0,1973,65,standard,1.0,39.4,3,74.96,269.3,0.82,0.802,1.0,0.548,0.1268,4,TNK-02597,water,0.67,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,31.066901114981015,-84.03293063346936,31.066901114981015,-84.03293063346936,0.0,1981,65,standard,1.0,55.4,3,34.72,116.18,0.496,0.537,0.435,0.344,0.1895,7,TNK-02598,water,2.49,0.0,False,0,,,,,2026,0.0,0.0,0
storage_tank,31.51381113265474,-85.5561563877258,31.51381113265474,-85.5561563877258,0.0,1972,65,standard,1.0,65.3,2,43.83,164.85,0.618,0.576,0.719,0.382,0.2372,0,TNK-02599,water,1.9,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,31.22745070480921,-85.62765584046942,31.22745070480921,-85.62765584046942,0.0,2003,65,standard,1.0,95.1,3,35.88,134.33,0.485,0.633,0.579,0.122,0.2881,0,TNK-02600,water,4.75,0.0,False,0,,,,,2026,0.0,0.0,0
storage_tank,32.60444842834126,-81.61772975196982,32.60444842834126,-81.61772975196982,0.0,1950,65,standard,1.0,33.8,3,70.99,281.5,0.821,0.563,1.0,0.672,0.2965,5,TNK-02601,water,2.77,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,31.130489948074686,-84.3620955128991,31.130489948074686,-84.3620955128991,0.0,1970,65,standard,1.0,46.6,3,28.87,118.7,0.526,0.741,0.715,0.448,0.2782,7,TNK-02602,water,4.24,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,31.92499511944378,-85.4404336669615,31.92499511944378,-85.4404336669615,0.0,2006,65,standard,1.0,67.4,3,52.19,208.62,0.875,0.712,0.955,0.55,0.1126,0,TNK-02603,water,4.38,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,30.85635611922234,-84.28944957934137,30.85635611922234,-84.28944957934137,0.0,1972,65,standard,1.0,61.4,3,21.81,89.14,0.204,0.412,0.482,0.466,1.0,7,TNK-02604,water,1.36,2.07,False,0,,,,,2023,0.0,0.0,0
storage_tank,30.5481262444551,-84.63133599675712,30.5481262444551,-84.63133599675712,0.0,1973,65,standard,1.0,49.6,3,12.38,51.73,0.368,0.532,0.346,0.079,0.1005,9,TNK-02605,water,0.98,0.0,False,0,,,,,2017,0.0,0.0,0
storage_tank,32.111620729406894,-81.86068166205986,32.111620729406894,-81.86068166205986,0.0,1974,65,standard,1.0,62.9,3,54.22,231.87,0.753,0.672,0.922,1.0,0.3019,3,TNK-02606,water,2.0,0.0,False,0,,,,,2013,0.0,0.0,0
storage_tank,30.86183275754671,-84.59800914317978,30.86183275754671,-84.59800914317978,0.0,1964,65,standard,1.0,61.8,3,19.02,86.75,0.306,0.773,0.377,0.276,0.3928,7,TNK-02607,water,6.6,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,31.12915223390578,-85.68574952156445,31.12915223390578,-85.68574952156445,0.0,1958,65,standard,1.0,40.4,3,28.94,124.5,0.552,0.762,0.579,0.155,0.1743,0,TNK-02608,water,1.71,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,31.05896838847458,-83.90266832832368,31.05896838847458,-83.90266832832368,0.0,1997,65,standard,1.0,77.1,3,28.02,117.36,0.488,0.718,0.54,0.364,0.1067,7,TNK-02609,water,2.43,0.78,False,0,,,,,2025,0.0,0.0,0
storage_tank,30.68440356941622,-84.44565394963378,30.68440356941622,-84.44565394963378,0.0,2011,65,standard,1.0,81.1,3,15.28,68.29,0.417,0.697,0.454,0.241,0.419,7,TNK-02610,water,1.84,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,30.58428481361319,-84.34924523834958,30.58428481361319,-84.34924523834958,0.0,2025,65,standard,1.0,100.0,3,12.66,58.21,0.402,0.39,0.363,0.22,0.319,7,TNK-02611,water,1.05,1.17,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.78628985589914,-81.68932940834651,32.78628985589914,-81.68932940834651,0.0,1966,65,standard,1.0,60.9,3,81.78,303.18,0.908,0.67,1.0,0.607,0.2601,5,TNK-02612,water,2.89,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,30.84889593906608,-84.59952906081786,30.84889593906608,-84.59952906081786,0.0,1974,65,standard,1.0,51.4,3,14.9,85.3,0.303,0.596,0.332,0.268,0.3755,7,TNK-02613,water,0.88,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,32.82048808476154,-82.35329667319544,32.82048808476154,-82.35329667319544,0.0,2019,65,standard,1.0,81.0,2,87.45,319.44,0.915,0.698,1.0,0.724,0.1008,5,TNK-02614,water,1.49,0.0,False,0,,,,,2020,0.0,0.0,0
storage_tank,30.739286067817563,-84.25750716228288,30.739286067817563,-84.25750716228288,0.0,1971,65,standard,1.0,24.6,3,19.29,76.56,0.149,0.267,0.434,0.265,0.8457,7,TNK-02615,water,2.39,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,31.11046599097239,-84.85435075426942,31.11046599097239,-84.85435075426942,0.0,1974,65,standard,1.0,68.8,3,26.22,113.54,0.544,0.652,0.552,0.322,0.2509,7,TNK-02616,water,4.33,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.49318416679569,-81.64262505246853,32.49318416679569,-81.64262505246853,0.0,1989,65,standard,1.0,64.1,3,67.84,269.67,0.491,0.538,1.0,0.678,0.5552,5,TNK-02617,water,2.05,1.15,False,0,,,,,2023,0.0,0.0,0
storage_tank,32.337866195932115,-84.40559974727428,32.337866195932115,-84.40559974727428,0.0,2012,65,standard,1.0,100.0,3,64.63,252.24,0.65,0.552,0.819,0.414,0.3677,4,TNK-02618,water,2.3,1.89,False,0,,,,,2023,0.0,0.0,0
storage_tank,30.684085047915854,-84.26889396463308,30.684085047915854,-84.26889396463308,0.0,2015,65,standard,1.0,100.0,3,24.43,70.28,0.335,0.648,0.5,0.339,0.6675,7,TNK-02619,water,3.52,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,30.408928627452067,-84.18083572864951,30.408928627452067,-84.18083572864951,0.0,2001,65,standard,1.0,73.8,3,9.83,40.94,0.27,0.68,0.3,0.224,0.1043,7,TNK-02620,water,2.52,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.50380150203774,-81.76930937617854,32.50380150203774,-81.76930937617854,0.0,1993,65,standard,1.0,66.8,3,63.77,273.5,0.476,0.493,1.0,0.723,0.6962,5,TNK-02621,water,2.55,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,31.183112148198433,-84.42664488716164,31.183112148198433,-84.42664488716164,0.0,2025,65,standard,1.0,92.6,3,31.39,123.84,0.513,0.713,0.558,0.381,0.2165,7,TNK-02622,water,2.6,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,31.57318691166939,-84.21559390522296,31.57318691166939,-84.21559390522296,0.0,2012,65,standard,1.0,100.0,3,44.2,169.68,0.808,0.811,0.698,0.361,0.0868,7,TNK-02623,water,1.8,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,32.462345808590456,-81.84228569451605,32.462345808590456,-81.84228569451605,0.0,1989,65,standard,1.0,53.2,3,63.98,270.42,0.436,0.464,0.877,0.749,0.7214,5,TNK-02624,water,0.99,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.36454392291318,-82.01225445700076,32.36454392291318,-82.01225445700076,0.0,1971,65,standard,1.0,57.8,3,66.16,263.01,0.586,0.573,1.0,0.85,0.3246,3,TNK-02625,water,1.63,0.0,False,0,,,,,2026,0.0,0.0,0
storage_tank,30.746763158548106,-84.19259206767437,30.746763158548106,-84.19259206767437,0.0,2013,65,standard,1.0,85.7,2,19.06,78.27,0.084,0.677,0.357,0.324,0.7786,7,TNK-02626,water,1.11,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.476328887048446,-81.77760119748977,32.476328887048446,-81.77760119748977,0.0,1963,65,standard,1.0,34.9,3,64.26,270.62,0.499,0.314,0.981,0.64,0.7571,5,TNK-02627,water,6.02,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,30.908877791872296,-85.40090325102345,30.908877791872296,-85.40090325102345,0.0,1990,65,standard,1.0,60.5,3,19.11,95.26,0.51,0.716,0.498,0.048,0.0952,0,TNK-02628,water,1.99,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,31.078127686672445,-84.58134341365006,31.078127686672445,-84.58134341365006,0.0,1978,65,standard,1.0,71.0,2,26.26,110.87,0.409,0.465,0.556,0.366,0.4445,7,TNK-02629,water,4.62,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,32.643199636225866,-81.86748985968522,32.643199636225866,-81.86748985968522,0.0,1984,65,standard,1.0,49.9,3,73.19,291.02,0.605,0.675,0.933,0.717,0.6025,5,TNK-02630,water,1.54,0.0,False,0,,,,,2025,0.0,0.0,0
storage_tank,31.815373749309686,-84.41731680296671,31.815373749309686,-84.41731680296671,0.0,1976,65,standard,1.0,43.5,3,47.23,194.12,0.764,0.694,0.756,0.409,0.2375,4,TNK-02631,water,4.94,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,31.040765253450022,-84.34665892085181,31.040765253450022,-84.34665892085181,0.0,1971,65,standard,1.0,45.0,2,30.38,108.91,0.382,0.486,0.469,0.408,0.4972,7,TNK-02632,water,4.29,0.0,False,0,,,,,2022,0.0,0.0,0
storage_tank,31.25680695331988,-84.73660578578729,31.25680695331988,-84.73660578578729,0.0,1948,65,standard,1.0,14.1,3,27.99,129.94,0.556,0.486,0.573,0.418,0.211,7,TNK-02633,water,1.88,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,31.878957436117133,-84.41775535507637,31.878957436117133,-84.41775535507637,0.0,1980,65,standard,1.0,67.7,2,52.5,201.17,0.704,0.618,0.681,0.45,0.2803,4,TNK-02634,water,3.23,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,32.46284996385424,-81.95863032361537,32.46284996385424,-81.95863032361537,0.0,2003,65,standard,1.0,59.7,3,66.32,272.86,0.659,0.368,1.0,0.761,0.4671,5,TNK-02635,water,3.74,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.670048993818995,-81.9795270002235,32.670048993818995,-81.9795270002235,0.0,1983,65,standard,1.0,41.3,3,75.6,296.28,0.508,0.443,1.0,0.8,0.6034,5,TNK-02636,water,7.71,0.0,False,0,,,,,2024,0.0,0.0,0
storage_tank,31.494998132842614,-84.73771635353106,31.494998132842614,-84.73771635353106,0.0,2016,65,standard,1.0,75.3,3,35.59,156.38,0.624,0.868,0.655,0.403,0.0894,4,TNK-02637,water,1.39,0.0,False,0,,,,,2021,0.0,0.0,0
storage_tank,32.70166601531784,-84.2464848633482,32.70166601531784,-84.2464848633482,0.0,1993,65,standard,1.0,65.0,3,87.7,294.53,0.822,0.741,1.0,0.482,0.1747,4,TNK-02638,water,0.56,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,33.0,-82.06909091142602,33.0,-82.06909091142602,0.0,1998,65,standard,1.0,52.4,3,96.01,334.64,0.901,0.61,1.0,0.556,0.2046,5,TNK-02639,water,4.2,0.0,False,0,,,,,2020,0.0,0.0,0
storage_tank,30.88605808010602,-84.63483405711459,30.88605808010602,-84.63483405711459,0.0,1975,65,standard,1.0,51.6,3,17.18,89.22,0.503,0.679,0.429,0.281,0.3951,7,TNK-02640,water,2.06,0.0,False,0,,,,,2023,0.0,0.0,0
storage_tank,30.508845237492324,-84.29510334586885,30.508845237492324,-84.29510334586885,0.0,1986,65,standard,1.0,54.8,1,12.08,50.5,0.283,0.664,0.232,0.23,0.1941,7,TNK-02641,water,2.79,0.84,False,0,,,,,2025,0.0,0.0,0
storage_tank,32.64550066625051,-81.5,32.64550066625051,-81.5,0.0,1989,65,standard,1.0,42.7,3,72.22,283.68,0.892,0.602,0.987,0.532,0.1369,5,TNK-02642,water,3.61,0.0,False,0,,,,,2019,0.0,0.0,0
storage_tank,30.678488279049173,-84.21858725956949,30.678488279049173,-84.21858725956949,0.0,2002,65,standard,1.0,71.1,3,16.33,70.33,0.246,0.54,0.439,0.286,0.6173,7,TNK-02643,water,1.0,0.0,False,0,,,,,2024,0.0,0.0,0
